Category;Family;StyleName;Slope
serif;Addressotype Slab;Addressotype Slab Shadow;90.0
serif;Addressotype Slab;Addressotype Slab Solid;90.0
serif;Adegoke;Adegoke Italic;102.99999904632568
serif;Adegoke;Adegoke Regular;90.0
serif;Adelaide Sky;Adelaide Sky Regular;90.0
serif;Adelbrook;Adelbrook Bold Italic;99.0
serif;Adelbrook;Adelbrook Bold;90.0
serif;Adelbrook;Adelbrook Book Italic;99.0
serif;Adelbrook;Adelbrook Book;90.0
serif;Adelbrook;Adelbrook Italic;99.0
serif;Adelbrook;Adelbrook Light Italic;99.0
serif;Adelbrook;Adelbrook Light;90.0
serif;Adelbrook;Adelbrook Medium Italic;99.0
serif;Adelbrook;Adelbrook Medium;90.0
serif;Adelbrook;Adelbrook Regular;90.0
serif;Adelbrook;Adelbrook Variable Italic;99.0
serif;Adelbrook;Adelbrook Variable Regular;90.0
serif;Adelle;Adelle Bold Cnd;90.0
serif;Adelle;Adelle Bold Italic Cnd;96.99999952316284
serif;Adelle;Adelle Bold Italic;96.99999952316284
serif;Adelle;Adelle Bold;90.0
serif;Adelle;Adelle Extrabold Cnd;90.0
serif;Adelle;Adelle Extrabold Italic Cnd;96.99999952316284
serif;Adelle;Adelle Extrabold Italic;97.99999952316284
serif;Adelle;Adelle Extrabold;90.0
serif;Adelle;Adelle Heavy Cnd;90.0
serif;Adelle;Adelle Heavy Italic Cnd;96.99999952316284
serif;Adelle;Adelle Heavy Italic;96.99999952316284
serif;Adelle;Adelle Heavy;90.0
serif;Adelle;Adelle Light Cnd;90.0
serif;Adelle;Adelle Light Italic Cnd;97.99999952316284
serif;Adelle;Adelle Light Italic;97.99999952316284
serif;Adelle;Adelle Light;90.0
serif;Adelle;Adelle Regular Cnd;90.0
serif;Adelle;Adelle Regular Italic Cnd;97.99999952316284
serif;Adelle;Adelle Regular Italic;97.99999952316284
serif;Adelle;Adelle Regular;90.0
serif;Adelle;Adelle Semibold Cnd;90.0
serif;Adelle;Adelle Semibold Italic Cnd;96.99999952316284
serif;Adelle;Adelle Semibold Italic;97.99999952316284
serif;Adelle;Adelle Semibold;90.0
serif;Adelle;Adelle Thin Cnd;90.0
serif;Adelle;Adelle Thin Italic Cnd;97.99999952316284
serif;Adelle;Adelle Thin Italic;97.99999952316284
serif;Adelle;Adelle Thin;90.0
