Category;Family;StyleName;StyleId
slab serif;Artegra Slab;Artegra Slab Condensed ExtraLight;321204
slab serif;Artegra Slab;Artegra Slab Condensed ExtraBold;321205
slab serif;Artegra Slab;Artegra Slab Condensed ExtraBold Italic;321206
slab serif;Artegra Slab;Artegra Slab Condensed ExtraLight Italic;321207
slab serif;Artegra Slab;Artegra Slab Condensed Light;321208
slab serif;Artegra Slab;Artegra Slab Condensed Light Italic;321209
slab serif;Artegra Slab;Artegra Slab Condensed Regular;321210
slab serif;Artegra Slab;Artegra Slab Condensed SemiBold;321211
slab serif;Artegra Slab;Artegra Slab Condensed SemiBold Italic;321212
slab serif;Artegra Slab;Artegra Slab Condensed Medium Italic;321213
slab serif;Artegra Slab;Artegra Slab Condensed Medium;321214
slab serif;Artegra Slab;Artegra Slab Condensed Regular Italic;321215
slab serif;Artegra Slab;Artegra Slab Extended Black;321216
slab serif;Artegra Slab;Artegra Slab Condensed Thin Italic;321217
slab serif;Artegra Slab;Artegra Slab Condensed Thin;321218
slab serif;Artegra Slab;Artegra Slab Extended Black Italic;321219
slab serif;Artegra Slab;Artegra Slab Extended Bold Italic;321220
slab serif;Artegra Slab;Artegra Slab Extended Bold;321221
slab serif;Artegra Slab;Artegra Slab Extended ExtraLight Italic;321222
slab serif;Artegra Slab;Artegra Slab Extended ExtraBold;321223
slab serif;Artegra Slab;Artegra Slab Extended ExtraBold Italic;321224
slab serif;Artegra Slab;Artegra Slab Extended ExtraLight;321225
slab serif;Artegra Slab;Artegra Slab Extended Light;321226
slab serif;Artegra Slab;Artegra Slab Extended Medium Italic;321227
slab serif;Artegra Slab;Artegra Slab Extended Medium;321228
slab serif;Artegra Slab;Artegra Slab Extended Light Italic;321229
slab serif;Artegra Slab;Artegra Slab Extended Regular;321230
slab serif;Artegra Slab;Artegra Slab Extended SemiBold Italic;321231
slab serif;Artegra Slab;Artegra Slab Extended Regular Italic;321232
slab serif;Artegra Slab;Artegra Slab Extended SemiBold;321233
slab serif;Artegra Slab;Artegra Slab Extended Thin Italic;321234
slab serif;Artegra Slab;Artegra Slab ExtraBold Italic;321235
slab serif;Artegra Slab;Artegra Slab ExtraBold;321236
slab serif;Artegra Slab;Artegra Slab Extended Thin;321237
slab serif;Artegra Slab;Artegra Slab Light;321238
slab serif;Artegra Slab;Artegra Slab Light Italic;321239
slab serif;Artegra Slab;Artegra Slab Medium Italic;321240
slab serif;Artegra Slab;Artegra Slab Medium;321241
slab serif;Artegra Slab;Artegra Slab ExtraLight;321242
slab serif;Artegra Slab;Artegra Slab ExtraLight Italic;321243
slab serif;Artegra Slab;Artegra Slab SemiBold;321244
slab serif;Artegra Slab;Artegra Slab Regular Italic;321245
slab serif;Artegra Slab;Artegra Slab Thin Italic;321246
slab serif;Artegra Slab;Artegra Slab SemiBold Italic;321247
slab serif;Artegra Slab;Artegra Slab Regular;321248
slab serif;Artegra Slab;Artegra Slab Thin;321249
slab serif;Astroph;Astroph  Aged;426902
slab serif;Astroph;Astroph  Rough;426903
slab serif;Astroph;Astroph  Regular;426904
