category;family;style;glyph;regions;straights;angles;curves
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 350 Semi Light Italic;o;2;6;0;22
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 350 Semi Light Italic;p;2;12;12;11
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 350 Semi Light Italic;x;1;22;24;7
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 350 Semi Light;a;2;14;10;18
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 350 Semi Light;H;1;23;28;2
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 350 Semi Light;k;1;15;20;4
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 350 Semi Light;o;2;12;0;18
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 350 Semi Light;p;2;12;13;10
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 350 Semi Light;x;1;23;24;8
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 400 Regular Italic;a;2;11;9;18
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 400 Regular Italic;H;1;26;28;3
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 400 Regular Italic;k;1;10;12;7
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 400 Regular Italic;o;2;8;0;19
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 400 Regular Italic;p;2;10;13;13
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 400 Regular Italic;x;1;20;24;8
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 400 Regular;a;2;16;10;16
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 400 Regular;H;1;22;27;3
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 400 Regular;k;1;18;20;4
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 400 Regular;o;2;9;0;16
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 400 Regular;p;2;11;13;13
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 400 Regular;x;1;23;24;8
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 500 Medium Italic;a;2;14;9;15
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 500 Medium Italic;H;1;23;26;4
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 500 Medium Italic;k;1;9;11;8
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 500 Medium Italic;o;2;7;0;19
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 500 Medium Italic;p;2;11;12;11
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 500 Medium Italic;x;1;16;24;11
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 500 Medium;a;2;13;9;18
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 500 Medium;H;1;23;28;2
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 500 Medium;k;1;18;19;3
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 500 Medium;o;2;8;0;19
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 500 Medium;p;2;11;12;10
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 500 Medium;x;1;23;24;9
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 600 Semi Bold Italic;a;2;12;9;16
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 600 Semi Bold Italic;H;1;26;28;2
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 600 Semi Bold Italic;k;1;10;12;5
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 600 Semi Bold Italic;o;2;8;0;18
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 600 Semi Bold Italic;p;2;9;13;11
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 600 Semi Bold Italic;x;1;15;24;11
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 600 Semi Bold;a;2;14;10;16
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 600 Semi Bold;H;1;25;27;2
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 600 Semi Bold;k;1;16;18;6
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 600 Semi Bold;o;2;7;0;17
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 600 Semi Bold;p;2;10;12;12
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 600 Semi Bold;x;1;23;24;10
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 700 Bold Italic;a;3;11;9;15
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 700 Bold Italic;H;1;22;28;3
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 700 Bold Italic;k;1;11;13;7
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 700 Bold Italic;o;2;5;0;13
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 700 Bold Italic;p;2;9;12;12
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 700 Bold Italic;x;1;18;24;10
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 700 Bold;a;2;13;10;13
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 700 Bold;H;1;22;28;4
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 700 Bold;k;1;18;19;3
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 700 Bold;o;2;8;0;14
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 700 Bold;p;2;10;12;10
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 700 Bold;x;1;19;24;11
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 800 Extra Bold Italic;a;2;9;8;16
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 800 Extra Bold Italic;H;1;24;27;4
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 800 Extra Bold Italic;k;1;12;13;8
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 800 Extra Bold Italic;o;2;4;1;12
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 800 Extra Bold Italic;p;2;10;12;10
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 800 Extra Bold Italic;x;1;14;24;10
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 800 Extra Bold;a;2;12;11;6
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 800 Extra Bold;H;1;21;27;3
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 800 Extra Bold;k;1;17;20;5
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 800 Extra Bold;o;2;2;0;12
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 800 Extra Bold;p;2;11;14;11
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 800 Extra Bold;x;1;23;25;7
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 850 Heavy Italic;a;3;7;7;15
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 850 Heavy Italic;H;1;22;28;6
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 850 Heavy Italic;k;2;10;12;7
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 850 Heavy Italic;o;2;2;0;13
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 850 Heavy Italic;p;2;9;13;10
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 850 Heavy Italic;x;1;16;24;8
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 850 Heavy;a;2;13;12;8
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 850 Heavy;H;1;22;28;4
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 850 Heavy;k;1;17;20;5
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 850 Heavy;o;2;2;0;13
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 850 Heavy;p;2;8;13;9
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 850 Heavy;x;1;21;24;8
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 900 Black Italic;a;2;6;7;13
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 900 Black Italic;H;1;23;28;4
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 900 Black Italic;k;1;10;12;5
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 900 Black Italic;o;2;2;1;11
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 900 Black Italic;p;2;7;12;9
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 900 Black Italic;x;1;16;24;8
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 900 Black;a;2;13;13;7
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 900 Black;H;1;20;26;6
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 900 Black;k;1;16;19;5
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 900 Black;o;2;2;0;12
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 900 Black;p;2;8;12;9
slab serif;Kate Slab Pro Ultra Expanded;Kate Slab Pro Ultra Expanded 900 Black;x;1;22;24;6
slab serif;Kenwyn;Kenwyn Double Dot Oblique;a;2;7;7;12
slab serif;Kenwyn;Kenwyn Double Dot Oblique;H;1;12;16;8
slab serif;Kenwyn;Kenwyn Double Dot Oblique;k;1;10;15;9
slab serif;Kenwyn;Kenwyn Double Dot Oblique;o;2;7;4;11
slab serif;Kenwyn;Kenwyn Double Dot Oblique;p;2;7;12;8
slab serif;Kenwyn;Kenwyn Double Dot Oblique;x;1;8;15;12
slab serif;Kenwyn;Kenwyn Double Dot;a;2;8;7;12
slab serif;Kenwyn;Kenwyn Double Dot;H;1;13;16;8
slab serif;Kenwyn;Kenwyn Double Dot;k;1;12;15;7
slab serif;Kenwyn;Kenwyn Double Dot;o;2;5;4;12
slab serif;Kenwyn;Kenwyn Double Dot;p;2;10;14;10
slab serif;Kenwyn;Kenwyn Double Dot;x;1;11;16;12
slab serif;Kenwyn;Kenwyn Double Dot Stencil Oblique;a;1;7;6;13
slab serif;Kenwyn;Kenwyn Double Dot Stencil Oblique;H;1;12;16;8
slab serif;Kenwyn;Kenwyn Double Dot Stencil Oblique;k;1;10;15;9
slab serif;Kenwyn;Kenwyn Double Dot Stencil Oblique;o;2;9;10;13
slab serif;Kenwyn;Kenwyn Double Dot Stencil Oblique;p;2;6;11;9
slab serif;Kenwyn;Kenwyn Double Dot Stencil Oblique;x;1;8;15;12
slab serif;Kenwyn;Kenwyn Double Dot Stencil;a;1;7;6;12
slab serif;Kenwyn;Kenwyn Double Dot Stencil;H;1;13;16;8
slab serif;Kenwyn;Kenwyn Double Dot Stencil;k;1;12;15;7
slab serif;Kenwyn;Kenwyn Double Dot Stencil;o;2;10;10;11
slab serif;Kenwyn;Kenwyn Double Dot Stencil;p;2;8;13;11
slab serif;Kenwyn;Kenwyn Double Dot Stencil;x;1;11;16;12
slab serif;Kenwyn;Kenwyn Single Dot Oblique;a;2;8;10;11
slab serif;Kenwyn;Kenwyn Single Dot Oblique;H;1;10;18;6
slab serif;Kenwyn;Kenwyn Single Dot Oblique;k;1;13;20;5
slab serif;Kenwyn;Kenwyn Single Dot Oblique;o;2;5;0;9
slab serif;Kenwyn;Kenwyn Single Dot Oblique;p;2;4;9;8
slab serif;Kenwyn;Kenwyn Single Dot Oblique;x;1;16;22;5
slab serif;Kenwyn;Kenwyn Single Dot;a;2;9;10;9
slab serif;Kenwyn;Kenwyn Single Dot;H;1;14;20;4
slab serif;Kenwyn;Kenwyn Single Dot;k;1;14;20;3
slab serif;Kenwyn;Kenwyn Single Dot;o;2;3;0;10
slab serif;Kenwyn;Kenwyn Single Dot;p;2;8;10;7
slab serif;Kenwyn;Kenwyn Single Dot;x;1;16;22;2
slab serif;Kenwyn;Kenwyn Single Dot Stencil Oblique;a;2;5;8;10
slab serif;Kenwyn;Kenwyn Single Dot Stencil Oblique;H;1;10;18;6
slab serif;Kenwyn;Kenwyn Single Dot Stencil Oblique;k;1;13;20;5
slab serif;Kenwyn;Kenwyn Single Dot Stencil Oblique;o;1;6;4;9
slab serif;Kenwyn;Kenwyn Single Dot Stencil Oblique;p;2;5;9;9
slab serif;Kenwyn;Kenwyn Single Dot Stencil Oblique;x;1;16;22;5
slab serif;Kenwyn;Kenwyn Single Dot Stencil;a;2;6;8;5
slab serif;Kenwyn;Kenwyn Single Dot Stencil;H;1;14;20;4
slab serif;Kenwyn;Kenwyn Single Dot Stencil;k;1;14;20;3
slab serif;Kenwyn;Kenwyn Single Dot Stencil;o;1;6;4;12
slab serif;Kenwyn;Kenwyn Single Dot Stencil;p;2;7;9;10
slab serif;Kenwyn;Kenwyn Single Dot Stencil;x;1;16;22;2
slab serif;Kettering 105;Kettering 105 Bold Oblique;a;3;8;10;14
slab serif;Kettering 105;Kettering 105 Bold Oblique;H;1;23;28;4
slab serif;Kettering 105;Kettering 105 Bold Oblique;k;1;15;19;7
slab serif;Kettering 105;Kettering 105 Bold Oblique;o;2;2;0;16
slab serif;Kettering 105;Kettering 105 Bold Oblique;p;2;9;12;8
slab serif;Kettering 105;Kettering 105 Bold Oblique;x;1;10;13;12
slab serif;Kettering 105;Kettering 105 Bold;a;2;11;10;12
slab serif;Kettering 105;Kettering 105 Bold;H;1;27;28;0
slab serif;Kettering 105;Kettering 105 Bold;k;1;16;17;3
slab serif;Kettering 105;Kettering 105 Bold;o;2;6;0;15
slab serif;Kettering 105;Kettering 105 Bold;p;2;10;12;10
slab serif;Kettering 105;Kettering 105 Bold;x;1;15;12;11
slab serif;Kettering 105;Kettering 105 Book Oblique;a;2;10;10;15
slab serif;Kettering 105;Kettering 105 Book Oblique;H;1;23;28;6
slab serif;Kettering 105;Kettering 105 Book Oblique;k;1;13;17;6
slab serif;Kettering 105;Kettering 105 Book Oblique;o;2;4;0;17
slab serif;Kettering 105;Kettering 105 Book Oblique;p;2;9;12;12
slab serif;Kettering 105;Kettering 105 Book Oblique;x;1;12;16;8
slab serif;Kettering 105;Kettering 105 Book;a;2;11;10;12
slab serif;Kettering 105;Kettering 105 Book;H;1;25;28;0
slab serif;Kettering 105;Kettering 105 Book;k;1;14;16;4
slab serif;Kettering 105;Kettering 105 Book;o;2;7;0;14
slab serif;Kettering 105;Kettering 105 Book;p;2;9;12;10
slab serif;Kettering 105;Kettering 105 Book;x;1;13;14;4
slab serif;Kettering 105;Kettering 105 Heavy Oblique;a;2;7;10;11
slab serif;Kettering 105;Kettering 105 Heavy Oblique;H;1;18;28;7
slab serif;Kettering 105;Kettering 105 Heavy Oblique;k;1;9;16;7
slab serif;Kettering 105;Kettering 105 Heavy Oblique;o;2;6;0;13
slab serif;Kettering 105;Kettering 105 Heavy Oblique;p;2;8;12;8
slab serif;Kettering 105;Kettering 105 Heavy Oblique;x;1;11;15;10
slab serif;Kettering 105;Kettering 105 Heavy;a;2;10;10;11
slab serif;Kettering 105;Kettering 105 Heavy;H;1;27;28;0
slab serif;Kettering 105;Kettering 105 Heavy;k;1;11;15;5
slab serif;Kettering 105;Kettering 105 Heavy;o;2;4;0;13
slab serif;Kettering 105;Kettering 105 Heavy;p;2;10;12;6
slab serif;Kettering 105;Kettering 105 Heavy;x;1;12;16;6
slab serif;Kettering 105;Kettering 105 Light Oblique;a;2;12;10;14
slab serif;Kettering 105;Kettering 105 Light Oblique;H;1;28;28;4
slab serif;Kettering 105;Kettering 105 Light Oblique;k;1;18;19;6
slab serif;Kettering 105;Kettering 105 Light Oblique;o;2;7;0;16
slab serif;Kettering 105;Kettering 105 Light Oblique;p;2;11;12;13
slab serif;Kettering 105;Kettering 105 Light Oblique;x;1;15;16;3
slab serif;Kettering 105;Kettering 105 Light;a;2;11;10;14
slab serif;Kettering 105;Kettering 105 Light;H;1;25;28;0
slab serif;Kettering 105;Kettering 105 Light;k;1;15;19;3
slab serif;Kettering 105;Kettering 105 Light;o;2;7;0;17
slab serif;Kettering 105;Kettering 105 Light;p;2;9;12;12
slab serif;Kettering 105;Kettering 105 Light;x;1;12;13;7
slab serif;Kettering 105;Kettering 105 Thin Oblique;a;2;13;10;14
slab serif;Kettering 105;Kettering 105 Thin Oblique;H;1;20;20;3
slab serif;Kettering 105;Kettering 105 Thin Oblique;k;1;13;14;4
slab serif;Kettering 105;Kettering 105 Thin Oblique;o;2;11;0;18
slab serif;Kettering 105;Kettering 105 Thin Oblique;p;2;8;9;16
slab serif;Kettering 105;Kettering 105 Thin Oblique;x;1;15;15;4
slab serif;Kettering 105;Kettering 105 Thin;a;2;14;9;16
slab serif;Kettering 105;Kettering 105 Thin;H;1;18;20;0
slab serif;Kettering 105;Kettering 105 Thin;k;1;12;14;3
slab serif;Kettering 105;Kettering 105 Thin;o;2;7;0;19
slab serif;Kettering 105;Kettering 105 Thin;p;2;7;9;13
slab serif;Kettering 105;Kettering 105 Thin;x;1;15;16;5
slab serif;Kettering 205;Kettering 205 Bold Oblique;a;3;8;10;14
slab serif;Kettering 205;Kettering 205 Bold Oblique;H;1;22;28;5
slab serif;Kettering 205;Kettering 205 Bold Oblique;k;1;10;14;7
slab serif;Kettering 205;Kettering 205 Bold Oblique;o;2;2;0;16
slab serif;Kettering 205;Kettering 205 Bold Oblique;p;2;9;12;8
slab serif;Kettering 205;Kettering 205 Bold Oblique;x;1;10;13;12
slab serif;Kettering 205;Kettering 205 Bold;a;2;11;10;12
slab serif;Kettering 205;Kettering 205 Bold;H;1;27;28;0
slab serif;Kettering 205;Kettering 205 Bold;k;1;13;15;3
slab serif;Kettering 205;Kettering 205 Bold;o;2;6;0;15
slab serif;Kettering 205;Kettering 205 Bold;p;2;10;12;10
slab serif;Kettering 205;Kettering 205 Bold;x;1;15;12;11
slab serif;Kettering 205;Kettering 205 Book Oblique;a;2;10;10;15
slab serif;Kettering 205;Kettering 205 Book Oblique;H;1;22;28;7
slab serif;Kettering 205;Kettering 205 Book Oblique;k;1;11;15;6
slab serif;Kettering 205;Kettering 205 Book Oblique;o;2;4;0;17
slab serif;Kettering 205;Kettering 205 Book Oblique;p;2;9;12;12
slab serif;Kettering 205;Kettering 205 Book Oblique;x;1;12;16;8
slab serif;Kettering 205;Kettering 205 Book;a;2;11;10;12
slab serif;Kettering 205;Kettering 205 Book;H;1;25;28;0
slab serif;Kettering 205;Kettering 205 Book;k;1;15;16;2
slab serif;Kettering 205;Kettering 205 Book;o;2;7;0;14
slab serif;Kettering 205;Kettering 205 Book;p;2;9;12;10
slab serif;Kettering 205;Kettering 205 Book;x;1;13;14;4
slab serif;Kettering 205;Kettering 205 Heavy Oblique;a;2;7;10;11
slab serif;Kettering 205;Kettering 205 Heavy Oblique;H;1;20;28;7
slab serif;Kettering 205;Kettering 205 Heavy Oblique;k;1;8;14;7
slab serif;Kettering 205;Kettering 205 Heavy Oblique;o;2;6;0;13
slab serif;Kettering 205;Kettering 205 Heavy Oblique;p;2;8;12;8
slab serif;Kettering 205;Kettering 205 Heavy Oblique;x;1;11;15;10
slab serif;Kettering 205;Kettering 205 Heavy;a;2;10;10;11
slab serif;Kettering 205;Kettering 205 Heavy;H;1;27;28;0
slab serif;Kettering 205;Kettering 205 Heavy;k;1;12;15;4
slab serif;Kettering 205;Kettering 205 Heavy;o;2;4;0;13
slab serif;Kettering 205;Kettering 205 Heavy;p;2;10;12;6
slab serif;Kettering 205;Kettering 205 Heavy;x;1;12;16;6
slab serif;Kettering 205;Kettering 205 Light Oblique;a;2;12;10;14
slab serif;Kettering 205;Kettering 205 Light Oblique;H;1;27;28;3
slab serif;Kettering 205;Kettering 205 Light Oblique;k;1;17;17;4
slab serif;Kettering 205;Kettering 205 Light Oblique;o;2;7;0;16
slab serif;Kettering 205;Kettering 205 Light Oblique;p;2;11;12;13
slab serif;Kettering 205;Kettering 205 Light Oblique;x;1;15;16;3
slab serif;Kettering 205;Kettering 205 Light;a;2;11;10;14
slab serif;Kettering 205;Kettering 205 Light;H;1;25;28;0
slab serif;Kettering 205;Kettering 205 Light;k;1;17;19;0
slab serif;Kettering 205;Kettering 205 Light;o;2;7;0;17
slab serif;Kettering 205;Kettering 205 Light;p;2;9;12;12
slab serif;Kettering 205;Kettering 205 Light;x;1;12;13;7
slab serif;Kettering 205;Kettering 205 Thin Oblique;a;2;13;10;14
slab serif;Kettering 205;Kettering 205 Thin Oblique;H;1;18;20;3
slab serif;Kettering 205;Kettering 205 Thin Oblique;k;1;11;12;3
slab serif;Kettering 205;Kettering 205 Thin Oblique;o;2;11;0;18
slab serif;Kettering 205;Kettering 205 Thin Oblique;p;2;8;9;16
slab serif;Kettering 205;Kettering 205 Thin Oblique;x;1;15;15;4
slab serif;Kettering 205;Kettering 205 Thin;a;2;14;9;16
slab serif;Kettering 205;Kettering 205 Thin;H;1;18;20;0
slab serif;Kettering 205;Kettering 205 Thin;k;1;13;15;0
slab serif;Kettering 205;Kettering 205 Thin;o;2;7;0;19
slab serif;Kettering 205;Kettering 205 Thin;p;2;7;9;13
slab serif;Kettering 205;Kettering 205 Thin;x;1;15;16;5
slab serif;Kinghorn 105;Kinghorn 105 Bold Oblique;a;2;8;8;11
slab serif;Kinghorn 105;Kinghorn 105 Bold Oblique;H;1;21;28;6
slab serif;Kinghorn 105;Kinghorn 105 Bold Oblique;k;1;13;20;10
slab serif;Kinghorn 105;Kinghorn 105 Bold Oblique;o;2;4;0;14
slab serif;Kinghorn 105;Kinghorn 105 Bold Oblique;p;2;11;12;13
slab serif;Kinghorn 105;Kinghorn 105 Bold Oblique;x;1;14;16;10
slab serif;Kinghorn 105;Kinghorn 105 Bold;a;2;8;7;13
slab serif;Kinghorn 105;Kinghorn 105 Bold;H;1;27;28;0
slab serif;Kinghorn 105;Kinghorn 105 Bold;k;1;13;20;6
slab serif;Kinghorn 105;Kinghorn 105 Bold;o;2;7;1;11
slab serif;Kinghorn 105;Kinghorn 105 Bold;p;2;10;12;10
slab serif;Kinghorn 105;Kinghorn 105 Bold;x;1;15;16;6
slab serif;Kinghorn 105;Kinghorn 105 Heavy Oblique;a;2;8;8;14
slab serif;Kinghorn 105;Kinghorn 105 Heavy Oblique;H;1;25;28;5
slab serif;Kinghorn 105;Kinghorn 105 Heavy Oblique;k;1;15;22;12
slab serif;Kinghorn 105;Kinghorn 105 Heavy Oblique;o;2;3;0;15
slab serif;Kinghorn 105;Kinghorn 105 Heavy Oblique;p;2;11;12;8
slab serif;Kinghorn 105;Kinghorn 105 Heavy Oblique;x;1;7;13;10
slab serif;Kinghorn 105;Kinghorn 105 Heavy;a;2;9;8;12
slab serif;Kinghorn 105;Kinghorn 105 Heavy;H;1;27;28;0
slab serif;Kinghorn 105;Kinghorn 105 Heavy;k;1;15;21;6
slab serif;Kinghorn 105;Kinghorn 105 Heavy;o;2;6;0;12
slab serif;Kinghorn 105;Kinghorn 105 Heavy;p;2;10;12;8
slab serif;Kinghorn 105;Kinghorn 105 Heavy;x;1;10;14;9
slab serif;Kinghorn 105;Kinghorn 105 Light Oblique;a;2;10;8;17
slab serif;Kinghorn 105;Kinghorn 105 Light Oblique;H;1;24;28;4
slab serif;Kinghorn 105;Kinghorn 105 Light Oblique;k;1;14;20;11
slab serif;Kinghorn 105;Kinghorn 105 Light Oblique;o;2;6;0;15
slab serif;Kinghorn 105;Kinghorn 105 Light Oblique;p;2;9;12;13
slab serif;Kinghorn 105;Kinghorn 105 Light Oblique;x;1;14;16;9
slab serif;Kinghorn 105;Kinghorn 105 Light;a;2;9;7;17
slab serif;Kinghorn 105;Kinghorn 105 Light;H;1;27;28;0
slab serif;Kinghorn 105;Kinghorn 105 Light;k;1;17;19;7
slab serif;Kinghorn 105;Kinghorn 105 Light;o;2;8;0;16
slab serif;Kinghorn 105;Kinghorn 105 Light;p;2;12;12;10
slab serif;Kinghorn 105;Kinghorn 105 Light;x;1;18;19;3
slab serif;Kinghorn 105;Kinghorn 105 Medium Oblique;a;2;9;7;14
slab serif;Kinghorn 105;Kinghorn 105 Medium Oblique;H;1;22;28;6
slab serif;Kinghorn 105;Kinghorn 105 Medium Oblique;k;1;12;20;12
slab serif;Kinghorn 105;Kinghorn 105 Medium Oblique;o;2;5;0;16
slab serif;Kinghorn 105;Kinghorn 105 Medium Oblique;p;2;9;12;10
slab serif;Kinghorn 105;Kinghorn 105 Medium Oblique;x;1;13;15;11
slab serif;Kinghorn 105;Kinghorn 105 Medium;a;2;9;7;14
slab serif;Kinghorn 105;Kinghorn 105 Medium;H;1;27;28;0
slab serif;Kinghorn 105;Kinghorn 105 Medium;k;1;15;19;7
slab serif;Kinghorn 105;Kinghorn 105 Medium;o;2;6;0;15
slab serif;Kinghorn 105;Kinghorn 105 Medium;p;2;10;12;11
slab serif;Kinghorn 105;Kinghorn 105 Medium;x;1;16;14;9
slab serif;Kinghorn 105;Kinghorn 105 Thin Oblique;a;2;11;7;15
slab serif;Kinghorn 105;Kinghorn 105 Thin Oblique;H;1;28;28;2
slab serif;Kinghorn 105;Kinghorn 105 Thin Oblique;k;1;14;19;8
